Source,Target,weight,Label
Thursday-Vehicle - Stolen,"Friday-Bunco, Grand Theft",3,Thursday-Vehicle - Stolen
Thursday-Burglary From Vehicle,"Friday-Bunco, Grand Theft",2,Thursday-Burglary From Vehicle
Thursday-Burglary From Vehicle,"Friday-Rape, Forcible",2,Thursday-Burglary From Vehicle
Thursday-Theft Plain - Petty ($950 & Under),"Friday-Bunco, Grand Theft",3,Thursday-Theft Plain - Petty ($950 & Under)
Thursday-Battery - Simple Assault,"Friday-Bunco, Grand Theft",3,Thursday-Battery - Simple Assault
Thursday-Battery - Simple Assault,"Friday-Rape, Forcible",2,Thursday-Battery - Simple Assault
Thursday-Burglary,"Friday-Bunco, Grand Theft",1,Thursday-Burglary
"Thursday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114","Friday-Bunco, Grand Theft",1,"Thursday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114"
"Friday-Bunco, Grand Theft","Saturday-Burglary, Attempted",1,"Friday-Bunco, Grand Theft"
"Friday-Rape, Forcible","Saturday-Burglary, Attempted",1,"Friday-Rape, Forcible"
Monday-Vandalism - Misdeameanor ($399 Or Under),Tuesday-Trespassing,2,Monday-Vandalism - Misdeameanor ($399 Or Under)
"Monday-Bunco, Grand Theft",Tuesday-Theft From Motor Vehicle - Grand ($400 And Over),1,"Monday-Bunco, Grand Theft"
Thursday-Burglary,Friday-Contempt Of Court,6,Thursday-Burglary
Thursday-Shoplifting - Petty Theft ($950 & Under),Friday-Contempt Of Court,3,Thursday-Shoplifting - Petty Theft ($950 & Under)
"Thursday-Burglary, Attempted",Friday-Contempt Of Court,1,"Thursday-Burglary, Attempted"
Thursday-Criminal Threats - No Weapon Displayed,Friday-Contempt Of Court,1,Thursday-Criminal Threats - No Weapon Displayed
"Thursday-Assault With Deadly Weapon, Aggravated Assault","Friday-Burglary, Attempted",1,"Thursday-Assault With Deadly Weapon, Aggravated Assault"
"Thursday-Assault With Deadly Weapon, Aggravated Assault",Friday-Contempt Of Court,2,"Thursday-Assault With Deadly Weapon, Aggravated Assault"
Friday-Battery - Simple Assault,Saturday-Peeping Tom,1,Friday-Battery - Simple Assault
Friday-Burglary From Vehicle,Saturday-Peeping Tom,2,Friday-Burglary From Vehicle
Friday-Vehicle - Stolen,Saturday-Peeping Tom,1,Friday-Vehicle - Stolen
Friday-Theft Of Identity,Saturday-Shoplifting-Grand Theft ($950.01 & Over),1,Friday-Theft Of Identity
Friday-Theft Of Identity,Saturday-Peeping Tom,1,Friday-Theft Of Identity
"Friday-Burglary, Attempted",Saturday-Peeping Tom,1,"Friday-Burglary, Attempted"
"Friday-Burglary, Attempted",Saturday-Theft Of Identity,2,"Friday-Burglary, Attempted"
Friday-Shoplifting - Petty Theft ($950 & Under),Saturday-Shoplifting-Grand Theft ($950.01 & Over),1,Friday-Shoplifting - Petty Theft ($950 & Under)
Friday-Shoplifting - Petty Theft ($950 & Under),Saturday-Peeping Tom,1,Friday-Shoplifting - Petty Theft ($950 & Under)
Friday-Contempt Of Court,"Saturday-Assault With Deadly Weapon, Aggravated Assault",5,Friday-Contempt Of Court
Friday-Contempt Of Court,Saturday-Shoplifting-Grand Theft ($950.01 & Over),2,Friday-Contempt Of Court
Friday-Contempt Of Court,Saturday-Intimate Partner - Simple Assault,2,Friday-Contempt Of Court
Friday-Contempt Of Court,Saturday-Vehicle - Stolen,3,Friday-Contempt Of Court
Friday-Contempt Of Court,Saturday-Burglary,4,Friday-Contempt Of Court
Friday-Contempt Of Court,Saturday-Peeping Tom,1,Friday-Contempt Of Court
Friday-Contempt Of Court,Saturday-Theft Of Identity,3,Friday-Contempt Of Court
Friday-Contempt Of Court,Saturday-Theft Plain - Petty ($950 & Under),3,Friday-Contempt Of Court
Friday-Contempt Of Court,Saturday-Other Miscellaneous Crime,1,Friday-Contempt Of Court
Friday-Criminal Threats - No Weapon Displayed,Saturday-Shoplifting-Grand Theft ($950.01 & Over),1,Friday-Criminal Threats - No Weapon Displayed
Friday-Criminal Threats - No Weapon Displayed,Saturday-Peeping Tom,1,Friday-Criminal Threats - No Weapon Displayed
Friday-Theft Plain - Petty ($950 & Under),Saturday-Shoplifting-Grand Theft ($950.01 & Over),1,Friday-Theft Plain - Petty ($950 & Under)
Friday-Theft Plain - Petty ($950 & Under),Saturday-Peeping Tom,1,Friday-Theft Plain - Petty ($950 & Under)
Saturday-Shoplifting-Grand Theft ($950.01 & Over),"Sunday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",1,Saturday-Shoplifting-Grand Theft ($950.01 & Over)
Saturday-Shoplifting-Grand Theft ($950.01 & Over),Sunday-Theft From Motor Vehicle - Grand ($400 And Over),1,Saturday-Shoplifting-Grand Theft ($950.01 & Over)
Saturday-Peeping Tom,Sunday-Battery - Simple Assault,4,Saturday-Peeping Tom
Saturday-Peeping Tom,Sunday-Theft Plain - Petty ($950 & Under),2,Saturday-Peeping Tom
Saturday-Peeping Tom,"Sunday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",1,Saturday-Peeping Tom
Saturday-Peeping Tom,Sunday-Vehicle - Stolen,1,Saturday-Peeping Tom
Saturday-Peeping Tom,Sunday-Theft From Motor Vehicle - Grand ($400 And Over),1,Saturday-Peeping Tom
Saturday-Other Miscellaneous Crime,Sunday-Theft From Motor Vehicle - Grand ($400 And Over),3,Saturday-Other Miscellaneous Crime
Sunday-Theft Plain - Petty ($950 & Under),Monday-Threatening Phone Calls/Letters,2,Sunday-Theft Plain - Petty ($950 & Under)
Sunday-Theft From Motor Vehicle - Grand ($400 And Over),Monday-Attempted Robbery,2,Sunday-Theft From Motor Vehicle - Grand ($400 And Over)
Sunday-Theft From Motor Vehicle - Grand ($400 And Over),Monday-Violation Of Restraining Order,4,Sunday-Theft From Motor Vehicle - Grand ($400 And Over)
Monday-Attempted Robbery,Tuesday-Discharge Firearms/Shots Fired,1,Monday-Attempted Robbery
Monday-Attempted Robbery,"Tuesday-Assault With Deadly Weapon, Aggravated Assault",1,Monday-Attempted Robbery
Monday-Threatening Phone Calls/Letters,Tuesday-Intimate Partner - Simple Assault,1,Monday-Threatening Phone Calls/Letters
Monday-Threatening Phone Calls/Letters,Tuesday-Discharge Firearms/Shots Fired,1,Monday-Threatening Phone Calls/Letters
Monday-Burglary From Vehicle,Tuesday-Discharge Firearms/Shots Fired,3,Monday-Burglary From Vehicle
Monday-Child Neglect (See 300 W.I.C.),Tuesday-Robbery,1,Monday-Child Neglect (See 300 W.I.C.)
Monday-Child Neglect (See 300 W.I.C.),Tuesday-Discharge Firearms/Shots Fired,1,Monday-Child Neglect (See 300 W.I.C.)
Monday-Violation Of Restraining Order,Tuesday-Discharge Firearms/Shots Fired,1,Monday-Violation Of Restraining Order
Monday-Burglary,Tuesday-Discharge Firearms/Shots Fired,1,Monday-Burglary
Tuesday-Battery - Simple Assault,Wednesday-Counterfeit,2,Tuesday-Battery - Simple Assault
Tuesday-Battery - Simple Assault,Wednesday-Child Abuse (Physical) - Aggravated Assault,2,Tuesday-Battery - Simple Assault
Tuesday-Burglary,Wednesday-Counterfeit,1,Tuesday-Burglary
Tuesday-Burglary,Wednesday-Child Abuse (Physical) - Aggravated Assault,1,Tuesday-Burglary
Tuesday-Intimate Partner - Simple Assault,Wednesday-Counterfeit,1,Tuesday-Intimate Partner - Simple Assault
Tuesday-Intimate Partner - Simple Assault,Wednesday-Child Abuse (Physical) - Aggravated Assault,1,Tuesday-Intimate Partner - Simple Assault
Tuesday-Robbery,Wednesday-Counterfeit,1,Tuesday-Robbery
Tuesday-Robbery,Wednesday-Child Abuse (Physical) - Aggravated Assault,1,Tuesday-Robbery
Tuesday-Discharge Firearms/Shots Fired,Wednesday-Burglary From Vehicle,1,Tuesday-Discharge Firearms/Shots Fired
Tuesday-Discharge Firearms/Shots Fired,Wednesday-Counterfeit,1,Tuesday-Discharge Firearms/Shots Fired
Tuesday-Discharge Firearms/Shots Fired,Wednesday-Child Abuse (Physical) - Aggravated Assault,1,Tuesday-Discharge Firearms/Shots Fired
"Tuesday-Assault With Deadly Weapon, Aggravated Assault",Wednesday-Counterfeit,1,"Tuesday-Assault With Deadly Weapon, Aggravated Assault"
"Tuesday-Assault With Deadly Weapon, Aggravated Assault",Wednesday-Child Abuse (Physical) - Aggravated Assault,1,"Tuesday-Assault With Deadly Weapon, Aggravated Assault"
Wednesday-Counterfeit,Thursday-Robbery,1,Wednesday-Counterfeit
Wednesday-Counterfeit,"Thursday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",2,Wednesday-Counterfeit
Wednesday-Counterfeit,Thursday-Intimate Partner - Simple Assault,1,Wednesday-Counterfeit
Wednesday-Counterfeit,"Thursday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",1,Wednesday-Counterfeit
Wednesday-Counterfeit,Thursday-Burglary From Vehicle,1,Wednesday-Counterfeit
Wednesday-Counterfeit,Thursday-Vandalism - Misdeameanor ($399 Or Under),1,Wednesday-Counterfeit
Wednesday-Child Abuse (Physical) - Aggravated Assault,"Thursday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",2,Wednesday-Child Abuse (Physical) - Aggravated Assault
Wednesday-Child Abuse (Physical) - Aggravated Assault,Thursday-Intimate Partner - Simple Assault,1,Wednesday-Child Abuse (Physical) - Aggravated Assault
Wednesday-Child Abuse (Physical) - Aggravated Assault,"Thursday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",1,Wednesday-Child Abuse (Physical) - Aggravated Assault
Thursday-Robbery,Friday-Brandish Weapon,2,Thursday-Robbery
Thursday-Robbery,Friday-Intimate Partner - Aggravated Assault,1,Thursday-Robbery
"Thursday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Friday-Intimate Partner - Aggravated Assault,3,"Thursday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
Thursday-Intimate Partner - Simple Assault,Friday-Intimate Partner - Aggravated Assault,2,Thursday-Intimate Partner - Simple Assault
Thursday-Vandalism - Misdeameanor ($399 Or Under),Friday-Brandish Weapon,1,Thursday-Vandalism - Misdeameanor ($399 Or Under)
Thursday-Vandalism - Misdeameanor ($399 Or Under),Friday-Intimate Partner - Aggravated Assault,1,Thursday-Vandalism - Misdeameanor ($399 Or Under)
Friday-Brandish Weapon,Saturday-Theft From Motor Vehicle - Grand ($400 And Over),2,Friday-Brandish Weapon
Friday-Brandish Weapon,Saturday-Intimate Partner - Simple Assault,1,Friday-Brandish Weapon
Friday-Intimate Partner - Aggravated Assault,Saturday-Theft From Motor Vehicle - Grand ($400 And Over),2,Friday-Intimate Partner - Aggravated Assault
Friday-Intimate Partner - Aggravated Assault,Saturday-Burglary,1,Friday-Intimate Partner - Aggravated Assault
Friday-Intimate Partner - Aggravated Assault,Saturday-Vandalism - Misdeameanor ($399 Or Under),1,Friday-Intimate Partner - Aggravated Assault
Saturday-Theft From Motor Vehicle - Grand ($400 And Over),Sunday-Child Abuse (Physical) - Simple Assault,2,Saturday-Theft From Motor Vehicle - Grand ($400 And Over)
Saturday-Theft From Motor Vehicle - Grand ($400 And Over),Sunday-Violation Of Court Order,2,Saturday-Theft From Motor Vehicle - Grand ($400 And Over)
Saturday-Intimate Partner - Simple Assault,Sunday-Child Abuse (Physical) - Simple Assault,1,Saturday-Intimate Partner - Simple Assault
Sunday-Child Abuse (Physical) - Simple Assault,Monday-Theft From Motor Vehicle - Petty ($950 & Under),1,Sunday-Child Abuse (Physical) - Simple Assault
Tuesday-Battery - Simple Assault,Wednesday-Theft From Motor Vehicle - Attempt,1,Tuesday-Battery - Simple Assault
"Tuesday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",Wednesday-Theft From Motor Vehicle - Attempt,1,"Tuesday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114"
Tuesday-Vehicle - Stolen,Wednesday-Theft From Motor Vehicle - Attempt,1,Tuesday-Vehicle - Stolen
Tuesday-Vandalism - Misdeameanor ($399 Or Under),Wednesday-Theft From Motor Vehicle - Attempt,1,Tuesday-Vandalism - Misdeameanor ($399 Or Under)
Tuesday-Burglary,Wednesday-Theft From Motor Vehicle - Attempt,1,Tuesday-Burglary
Tuesday-Theft Of Identity,Wednesday-Theft From Motor Vehicle - Attempt,1,Tuesday-Theft Of Identity
Wednesday-Theft From Motor Vehicle - Attempt,Thursday-Theft From Motor Vehicle - Petty ($950 & Under),1,Wednesday-Theft From Motor Vehicle - Attempt
Wednesday-Theft From Motor Vehicle - Attempt,Thursday-Theft Of Identity,2,Wednesday-Theft From Motor Vehicle - Attempt
Wednesday-Theft From Motor Vehicle - Attempt,Thursday-Burglary,1,Wednesday-Theft From Motor Vehicle - Attempt
Wednesday-Theft From Motor Vehicle - Attempt,"Thursday-Assault With Deadly Weapon, Aggravated Assault",1,Wednesday-Theft From Motor Vehicle - Attempt
"Friday-Rape, Forcible","Saturday-Embezzlement, Petty Theft ($950 & Under)",1,"Friday-Rape, Forcible"
Friday-Criminal Threats - No Weapon Displayed,"Saturday-Embezzlement, Petty Theft ($950 & Under)",1,Friday-Criminal Threats - No Weapon Displayed
Friday-Theft From Motor Vehicle - Petty ($950 & Under),"Saturday-Embezzlement, Petty Theft ($950 & Under)",1,Friday-Theft From Motor Vehicle - Petty ($950 & Under)
Friday-Burglary From Vehicle,"Saturday-Embezzlement, Petty Theft ($950 & Under)",1,Friday-Burglary From Vehicle
Friday-Battery - Simple Assault,"Saturday-Embezzlement, Petty Theft ($950 & Under)",1,Friday-Battery - Simple Assault
Friday-Intimate Partner - Simple Assault,"Saturday-Embezzlement, Petty Theft ($950 & Under)",1,Friday-Intimate Partner - Simple Assault
Friday-Burglary,"Saturday-Embezzlement, Petty Theft ($950 & Under)",1,Friday-Burglary
"Saturday-Embezzlement, Petty Theft ($950 & Under)",Sunday-Criminal Threats - No Weapon Displayed,1,"Saturday-Embezzlement, Petty Theft ($950 & Under)"
"Saturday-Embezzlement, Petty Theft ($950 & Under)",Sunday-Vandalism - Misdeameanor ($399 Or Under),1,"Saturday-Embezzlement, Petty Theft ($950 & Under)"
"Saturday-Embezzlement, Petty Theft ($950 & Under)",Sunday-Vehicle - Stolen,1,"Saturday-Embezzlement, Petty Theft ($950 & Under)"
"Saturday-Embezzlement, Petty Theft ($950 & Under)",Sunday-Theft Plain - Petty ($950 & Under),1,"Saturday-Embezzlement, Petty Theft ($950 & Under)"
"Saturday-Embezzlement, Petty Theft ($950 & Under)",Sunday-Theft Of Identity,1,"Saturday-Embezzlement, Petty Theft ($950 & Under)"
"Saturday-Embezzlement, Petty Theft ($950 & Under)",Sunday-Battery - Simple Assault,1,"Saturday-Embezzlement, Petty Theft ($950 & Under)"
Sunday-Criminal Threats - No Weapon Displayed,Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,1,Sunday-Criminal Threats - No Weapon Displayed
Sunday-Vandalism - Misdeameanor ($399 Or Under),Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,3,Sunday-Vandalism - Misdeameanor ($399 Or Under)
Sunday-Vehicle - Stolen,Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,1,Sunday-Vehicle - Stolen
Sunday-Theft Plain - Petty ($950 & Under),Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,2,Sunday-Theft Plain - Petty ($950 & Under)
Sunday-Theft Of Identity,Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,1,Sunday-Theft Of Identity
Sunday-Battery - Simple Assault,Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,2,Sunday-Battery - Simple Assault
Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,Tuesday-Shoplifting - Petty Theft ($950 & Under),1,Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02
Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,Tuesday-Vandalism - Misdeameanor ($399 Or Under),1,Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02
Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,Tuesday-Burglary,2,Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02
Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,Tuesday-Theft Of Identity,2,Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02
Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,Tuesday-Vehicle - Stolen,3,Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02
Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,Tuesday-Theft From Motor Vehicle - Petty ($950 & Under),1,Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02
Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,"Tuesday-Assault With Deadly Weapon, Aggravated Assault",1,Monday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02
Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,Tuesday-Shoplifting - Petty Theft ($950 & Under),2,Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060
Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,"Tuesday-Assault With Deadly Weapon, Aggravated Assault",1,Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060
Tuesday-Shoplifting - Petty Theft ($950 & Under),Wednesday-Bike - Stolen,1,Tuesday-Shoplifting - Petty Theft ($950 & Under)
Wednesday-Other Miscellaneous Crime,Thursday-Theft From Motor Vehicle - Petty ($950 & Under),2,Wednesday-Other Miscellaneous Crime
Friday-Brandish Weapon,"Saturday-Theft, Person",1,Friday-Brandish Weapon
Friday-Brandish Weapon,Saturday-Theft From Motor Vehicle - Petty ($950 & Under),3,Friday-Brandish Weapon
Wednesday-Attempted Robbery,Thursday-Contempt Of Court,1,Wednesday-Attempted Robbery
Wednesday-Attempted Robbery,Thursday-Robbery,2,Wednesday-Attempted Robbery
Wednesday-Battery - Simple Assault,Thursday-Contempt Of Court,1,Wednesday-Battery - Simple Assault
Wednesday-Bike - Stolen,Thursday-Discharge Firearms/Shots Fired,1,Wednesday-Bike - Stolen
Wednesday-Bike - Stolen,Thursday-Contempt Of Court,1,Wednesday-Bike - Stolen
Wednesday-Theft From Motor Vehicle - Grand ($400 And Over),Thursday-Discharge Firearms/Shots Fired,1,Wednesday-Theft From Motor Vehicle - Grand ($400 And Over)
"Wednesday-Assault With Deadly Weapon, Aggravated Assault",Thursday-Discharge Firearms/Shots Fired,1,"Wednesday-Assault With Deadly Weapon, Aggravated Assault"
"Wednesday-Assault With Deadly Weapon, Aggravated Assault",Thursday-Contempt Of Court,1,"Wednesday-Assault With Deadly Weapon, Aggravated Assault"
Thursday-Discharge Firearms/Shots Fired,Friday-Robbery,3,Thursday-Discharge Firearms/Shots Fired
Thursday-Discharge Firearms/Shots Fired,"Friday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",2,Thursday-Discharge Firearms/Shots Fired
Thursday-Discharge Firearms/Shots Fired,"Friday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",1,Thursday-Discharge Firearms/Shots Fired
Thursday-Discharge Firearms/Shots Fired,"Friday-Assault With Deadly Weapon, Aggravated Assault",1,Thursday-Discharge Firearms/Shots Fired
Thursday-Contempt Of Court,Friday-Robbery,2,Thursday-Contempt Of Court
Thursday-Contempt Of Court,"Friday-Assault With Deadly Weapon, Aggravated Assault",2,Thursday-Contempt Of Court
"Friday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Saturday-Resisting Arrest,1,"Friday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
"Friday-Assault With Deadly Weapon, Aggravated Assault",Saturday-Resisting Arrest,1,"Friday-Assault With Deadly Weapon, Aggravated Assault"
"Saturday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",Sunday-Shoplifting-Grand Theft ($950.01 & Over),1,"Saturday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114"
"Saturday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",Sunday-Bike - Stolen,4,"Saturday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114"
Saturday-Intimate Partner - Simple Assault,Sunday-Bike - Stolen,5,Saturday-Intimate Partner - Simple Assault
Saturday-Battery - Simple Assault,Sunday-Shoplifting-Grand Theft ($950.01 & Over),2,Saturday-Battery - Simple Assault
Saturday-Battery - Simple Assault,Sunday-Bike - Stolen,7,Saturday-Battery - Simple Assault
Saturday-Criminal Threats - No Weapon Displayed,Sunday-Bike - Stolen,2,Saturday-Criminal Threats - No Weapon Displayed
"Saturday-Assault With Deadly Weapon, Aggravated Assault",Sunday-Shoplifting-Grand Theft ($950.01 & Over),2,"Saturday-Assault With Deadly Weapon, Aggravated Assault"
"Saturday-Assault With Deadly Weapon, Aggravated Assault",Sunday-Bike - Stolen,9,"Saturday-Assault With Deadly Weapon, Aggravated Assault"
Saturday-Vehicle - Stolen,Sunday-Shoplifting-Grand Theft ($950.01 & Over),2,Saturday-Vehicle - Stolen
Saturday-Resisting Arrest,Sunday-Shoplifting-Grand Theft ($950.01 & Over),1,Saturday-Resisting Arrest
Saturday-Resisting Arrest,Sunday-Bike - Stolen,1,Saturday-Resisting Arrest
Saturday-Resisting Arrest,Sunday-Burglary From Vehicle,1,Saturday-Resisting Arrest
Saturday-Resisting Arrest,Sunday-Shoplifting - Petty Theft ($950 & Under),1,Saturday-Resisting Arrest
Saturday-Resisting Arrest,Sunday-Theft Of Identity,1,Saturday-Resisting Arrest
Saturday-Resisting Arrest,Sunday-Vehicle - Stolen,1,Saturday-Resisting Arrest
Saturday-Robbery,Sunday-Shoplifting-Grand Theft ($950.01 & Over),1,Saturday-Robbery
Sunday-Shoplifting-Grand Theft ($950.01 & Over),Monday-Vehicle - Stolen,4,Sunday-Shoplifting-Grand Theft ($950.01 & Over)
Sunday-Bike - Stolen,Monday-Theft Of Identity,2,Sunday-Bike - Stolen
Monday-Vehicle - Stolen,Wednesday-Contempt Of Court,1,Monday-Vehicle - Stolen
Monday-Vehicle - Stolen,"Wednesday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",1,Monday-Vehicle - Stolen
Monday-Vehicle - Stolen,Wednesday-Robbery,1,Monday-Vehicle - Stolen
Monday-Vehicle - Stolen,Wednesday-Burglary From Vehicle,3,Monday-Vehicle - Stolen
Monday-Theft From Motor Vehicle - Petty ($950 & Under),Wednesday-Contempt Of Court,1,Monday-Theft From Motor Vehicle - Petty ($950 & Under)
Monday-Theft From Motor Vehicle - Petty ($950 & Under),"Wednesday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",1,Monday-Theft From Motor Vehicle - Petty ($950 & Under)
Monday-Theft From Motor Vehicle - Petty ($950 & Under),Wednesday-Robbery,1,Monday-Theft From Motor Vehicle - Petty ($950 & Under)
Monday-Theft From Motor Vehicle - Petty ($950 & Under),Wednesday-Burglary From Vehicle,1,Monday-Theft From Motor Vehicle - Petty ($950 & Under)
Monday-Theft Of Identity,Wednesday-Contempt Of Court,1,Monday-Theft Of Identity
Monday-Theft Of Identity,"Wednesday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",1,Monday-Theft Of Identity
Monday-Theft Of Identity,Wednesday-Robbery,1,Monday-Theft Of Identity
Monday-Theft Of Identity,Wednesday-Burglary From Vehicle,1,Monday-Theft Of Identity
Monday-Burglary From Vehicle,Wednesday-Contempt Of Court,3,Monday-Burglary From Vehicle
Monday-Burglary From Vehicle,"Wednesday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",3,Monday-Burglary From Vehicle
Monday-Burglary From Vehicle,Wednesday-Robbery,3,Monday-Burglary From Vehicle
Monday-Burglary From Vehicle,Wednesday-Burglary From Vehicle,5,Monday-Burglary From Vehicle
Wednesday-Contempt Of Court,Thursday-Theft From Motor Vehicle - Petty ($950 & Under),1,Wednesday-Contempt Of Court
Wednesday-Contempt Of Court,Thursday-Shoplifting - Petty Theft ($950 & Under),1,Wednesday-Contempt Of Court
Wednesday-Contempt Of Court,Thursday-Intimate Partner - Simple Assault,1,Wednesday-Contempt Of Court
Wednesday-Contempt Of Court,Thursday-Battery - Simple Assault,1,Wednesday-Contempt Of Court
Wednesday-Contempt Of Court,Thursday-Theft From Motor Vehicle - Grand ($400 And Over),1,Wednesday-Contempt Of Court
Thursday-Theft From Motor Vehicle - Grand ($400 And Over),Friday-Violation Of Court Order,1,Thursday-Theft From Motor Vehicle - Grand ($400 And Over)
Sunday-Vehicle - Stolen,"Monday-Theft, Coin Machine - Grand ($950.01 & Over)",1,Sunday-Vehicle - Stolen
Sunday-Battery - Simple Assault,"Monday-Theft, Coin Machine - Grand ($950.01 & Over)",2,Sunday-Battery - Simple Assault
Sunday-Theft From Motor Vehicle - Petty ($950 & Under),"Monday-Theft, Coin Machine - Grand ($950.01 & Over)",1,Sunday-Theft From Motor Vehicle - Petty ($950 & Under)
Sunday-Theft From Motor Vehicle - Petty ($950 & Under),"Monday-Theft, Person",3,Sunday-Theft From Motor Vehicle - Petty ($950 & Under)
Sunday-Vandalism - Misdeameanor ($399 Or Under),"Monday-Theft, Coin Machine - Grand ($950.01 & Over)",1,Sunday-Vandalism - Misdeameanor ($399 Or Under)
Sunday-Robbery,"Monday-Theft, Coin Machine - Grand ($950.01 & Over)",1,Sunday-Robbery
"Monday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114","Tuesday-Theft, Person",4,"Monday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114"
"Monday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",Tuesday-Threatening Phone Calls/Letters,3,"Monday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114"
"Monday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",Tuesday-Disturbing The Peace,2,"Monday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114"
"Monday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",Tuesday-Extortion,2,"Monday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114"
Monday-Theft Of Identity,Tuesday-Disturbing The Peace,2,Monday-Theft Of Identity
Monday-Theft Of Identity,Tuesday-Extortion,1,Monday-Theft Of Identity
Monday-Battery - Simple Assault,Tuesday-Threatening Phone Calls/Letters,3,Monday-Battery - Simple Assault
"Monday-Theft, Coin Machine - Grand ($950.01 & Over)","Tuesday-Assault With Deadly Weapon, Aggravated Assault",1,"Monday-Theft, Coin Machine - Grand ($950.01 & Over)"
"Monday-Theft, Coin Machine - Grand ($950.01 & Over)","Tuesday-Theft, Person",2,"Monday-Theft, Coin Machine - Grand ($950.01 & Over)"
"Monday-Theft, Coin Machine - Grand ($950.01 & Over)",Tuesday-Threatening Phone Calls/Letters,1,"Monday-Theft, Coin Machine - Grand ($950.01 & Over)"
"Monday-Theft, Coin Machine - Grand ($950.01 & Over)","Tuesday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",1,"Monday-Theft, Coin Machine - Grand ($950.01 & Over)"
