Source,Target,weight
Threatening Phone Calls/Letters,Contributing,77
Threatening Phone Calls/Letters,Counterfeit,384
Threatening Phone Calls/Letters,"Credit Cards, Fraud Use ($950 & Under",105
Threatening Phone Calls/Letters,"Credit Cards, Fraud Use ($950.01 & Over)",348
Threatening Phone Calls/Letters,Criminal Homicide,968
Threatening Phone Calls/Letters,Criminal Threats - No Weapon Displayed,2571
Threatening Phone Calls/Letters,Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,1652
Threatening Phone Calls/Letters,Cruelty To Animals,602
Threatening Phone Calls/Letters,"Defrauding Innkeeper/Theft Of Services, $400 & Under",776
Threatening Phone Calls/Letters,"Defrauding Innkeeper/Theft Of Services, Over $400",98
Threatening Phone Calls/Letters,Discharge Firearms/Shots Fired,1198
Threatening Phone Calls/Letters,Dishonest Employee - Grand Theft,73
Threatening Phone Calls/Letters,Dishonest Employee - Petty Theft,51
Threatening Phone Calls/Letters,Dishonest Employee Attempted Theft,4
Threatening Phone Calls/Letters,Disrupt School,21
Threatening Phone Calls/Letters,Disturbing The Peace,1185
Threatening Phone Calls/Letters,Document Forgery / Stolen Felony,2483
Threatening Phone Calls/Letters,Document Worthless ($200 & Under),23
Threatening Phone Calls/Letters,Document Worthless ($200.01 & Over),129
Threatening Phone Calls/Letters,Driving Without Owner Consent (Dwoc),197
Threatening Phone Calls/Letters,"Drugs, To A Minor",12
Threatening Phone Calls/Letters,Drunk Roll,15
Threatening Phone Calls/Letters,"Embezzlement, Grand Theft ($950.01 & Over)",1835
Threatening Phone Calls/Letters,"Embezzlement, Petty Theft ($950 & Under)",248
Threatening Phone Calls/Letters,Extortion,759
Threatening Phone Calls/Letters,Failure To Disperse,9
Threatening Phone Calls/Letters,Failure To Yield,129
Threatening Phone Calls/Letters,False Imprisonment,373
Threatening Phone Calls/Letters,False Police Report,178
Threatening Phone Calls/Letters,Grand Theft / Auto Repair,3
Threatening Phone Calls/Letters,Grand Theft / Insurance Fraud,40
Threatening Phone Calls/Letters,Illegal Dumping,230
Threatening Phone Calls/Letters,Incest (Sexual Acts Between Blood Relatives),6
Threatening Phone Calls/Letters,Inciting A Riot,3
Threatening Phone Calls/Letters,Indecent Exposure,1083
Threatening Phone Calls/Letters,Intimate Partner - Aggravated Assault,1508
Threatening Phone Calls/Letters,Intimate Partner - Simple Assault,2571
Threatening Phone Calls/Letters,Kidnapping,796
Threatening Phone Calls/Letters,Kidnapping - Grand Attempt,322
Threatening Phone Calls/Letters,"Letters, Lewd",2474
Threatening Phone Calls/Letters,Lewd Conduct,488
Threatening Phone Calls/Letters,Lynching,15
Threatening Phone Calls/Letters,Lynching - Attempted,12
Threatening Phone Calls/Letters,"Manslaughter, Negligent",3
Threatening Phone Calls/Letters,Oral Copulation,587
Threatening Phone Calls/Letters,Other Assault,719
Threatening Phone Calls/Letters,Other Miscellaneous Crime,2511
Threatening Phone Calls/Letters,Pandering,114
Threatening Phone Calls/Letters,Peeping Tom,467
Threatening Phone Calls/Letters,Petty Theft - Auto Repair,12
Threatening Phone Calls/Letters,Pickpocket,276
Threatening Phone Calls/Letters,"Pickpocket, Attempt",10
Threatening Phone Calls/Letters,Pimping,201
Threatening Phone Calls/Letters,Prowler,399
Threatening Phone Calls/Letters,Purse Snatching,502
Threatening Phone Calls/Letters,Purse Snatching - Attempt,26
Threatening Phone Calls/Letters,"Rape, Attempted",453
Threatening Phone Calls/Letters,"Rape, Forcible",2009
Threatening Phone Calls/Letters,Reckless Driving,107
Threatening Phone Calls/Letters,"Replica Firearms(Sale,Display,Manufacture Or Distribute)0132",7
Threatening Phone Calls/Letters,Resisting Arrest,1006
Threatening Phone Calls/Letters,Robbery,2571
Threatening Phone Calls/Letters,"Sex, Unlawful",1018
Threatening Phone Calls/Letters,Sexual Pentration With A Foreign Object,663
Threatening Phone Calls/Letters,Shoplifting - Attempt,91
Threatening Phone Calls/Letters,Shoplifting - Petty Theft ($950 & Under),2569
Threatening Phone Calls/Letters,Shoplifting-Grand Theft ($950.01 & Over),1077
Threatening Phone Calls/Letters,Shots Fired At Inhabited Dwelling,861
Threatening Phone Calls/Letters,"Shots Fired At Moving Vehicle, Train Or Aircraft",86
Threatening Phone Calls/Letters,Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,496
Threatening Phone Calls/Letters,Stalking,694
Threatening Phone Calls/Letters,Telephone Property - Damage,21
Threatening Phone Calls/Letters,Theft From Motor Vehicle - Attempt,497
Threatening Phone Calls/Letters,Theft From Motor Vehicle - Grand ($400 And Over),2551
Threatening Phone Calls/Letters,Theft From Motor Vehicle - Petty ($950 & Under),2571
Threatening Phone Calls/Letters,Theft From Person - Attempt,127
Threatening Phone Calls/Letters,Theft Of Identity,2571
Threatening Phone Calls/Letters,Theft Plain - Attempt,650
Threatening Phone Calls/Letters,Theft Plain - Petty ($950 & Under),2571
Threatening Phone Calls/Letters,"Theft, Coin Machine - Attempt",13
Threatening Phone Calls/Letters,"Theft, Coin Machine - Grand ($950.01 & Over)",20
Threatening Phone Calls/Letters,"Theft, Coin Machine - Petty ($950 & Under)",84
Threatening Phone Calls/Letters,"Theft, Person",2298
Threatening Phone Calls/Letters,"Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",2571
Threatening Phone Calls/Letters,Threatening Phone Calls/Letters,1136
Threatening Phone Calls/Letters,Throwing Object At Moving Vehicle,549
Threatening Phone Calls/Letters,Till Tap - Grand Theft ($950.01 & Over),8
Threatening Phone Calls/Letters,Till Tap - Petty ($950 & Under),35
Threatening Phone Calls/Letters,Train Wrecking,1
Threatening Phone Calls/Letters,Trespassing,2432
Threatening Phone Calls/Letters,Unauthorized Computer Access,489
Threatening Phone Calls/Letters,Unknown,174
Threatening Phone Calls/Letters,"Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",2571
Threatening Phone Calls/Letters,Vandalism - Misdeameanor ($399 Or Under),2571
Threatening Phone Calls/Letters,Vehicle - Attempt Stolen,1121
Threatening Phone Calls/Letters,Vehicle - Stolen,2571
Threatening Phone Calls/Letters,Violation Of Court Order,2485
Threatening Phone Calls/Letters,Violation Of Restraining Order,2438
Threatening Phone Calls/Letters,Violation Of Temporary Restraining Order,484
Threatening Phone Calls/Letters,Weapons Possession/Bombing,72
Throwing Object At Moving Vehicle,Abortion/Illegal,1
Throwing Object At Moving Vehicle,Arson,576
Throwing Object At Moving Vehicle,Assault With Deadly Weapon On Police Officer,235
Throwing Object At Moving Vehicle,"Assault With Deadly Weapon, Aggravated Assault",1157
Throwing Object At Moving Vehicle,Attempted Robbery,1046
Throwing Object At Moving Vehicle,Battery - Simple Assault,1157
Throwing Object At Moving Vehicle,Battery On A Firefighter,58
Throwing Object At Moving Vehicle,Battery Police (Simple),583
Throwing Object At Moving Vehicle,Battery With Sexual Contact,1023
Throwing Object At Moving Vehicle,"Beastiality, Crime Against Nature Sexual Asslt With Anim0065",2
Throwing Object At Moving Vehicle,Bigamy,3
Throwing Object At Moving Vehicle,Bike - Attempted Stolen,10
Throwing Object At Moving Vehicle,Bike - Stolen,864
Throwing Object At Moving Vehicle,Blocking Door Induction Center,2
Throwing Object At Moving Vehicle,Boat - Stolen,70
Throwing Object At Moving Vehicle,Bomb Scare,243
Throwing Object At Moving Vehicle,Brandish Weapon,1000
Throwing Object At Moving Vehicle,Bribery,6
Throwing Object At Moving Vehicle,"Bunco, Attempt",124
Throwing Object At Moving Vehicle,"Bunco, Grand Theft",733
Throwing Object At Moving Vehicle,"Bunco, Petty Theft",611
Throwing Object At Moving Vehicle,Burglary,1156
Throwing Object At Moving Vehicle,Burglary From Vehicle,1157
Throwing Object At Moving Vehicle,"Burglary From Vehicle, Attempted",578
Throwing Object At Moving Vehicle,"Burglary, Attempted",1066
Throwing Object At Moving Vehicle,Child Abandonment,23
Throwing Object At Moving Vehicle,Child Abuse (Physical) - Aggravated Assault,327
Throwing Object At Moving Vehicle,Child Abuse (Physical) - Simple Assault,914
Throwing Object At Moving Vehicle,Child Annoying (17Yrs & Under),686
Throwing Object At Moving Vehicle,Child Neglect (See 300 W.I.C.),746
Throwing Object At Moving Vehicle,Child Stealing,234
Throwing Object At Moving Vehicle,Conspiracy,15
Throwing Object At Moving Vehicle,Contempt Of Court,407
Throwing Object At Moving Vehicle,Contributing,39
Throwing Object At Moving Vehicle,Counterfeit,183
Throwing Object At Moving Vehicle,"Credit Cards, Fraud Use ($950 & Under",52
Throwing Object At Moving Vehicle,"Credit Cards, Fraud Use ($950.01 & Over)",172
Throwing Object At Moving Vehicle,Criminal Homicide,527
Throwing Object At Moving Vehicle,Criminal Threats - No Weapon Displayed,1156
Throwing Object At Moving Vehicle,Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,781
Throwing Object At Moving Vehicle,Cruelty To Animals,304
Throwing Object At Moving Vehicle,"Defrauding Innkeeper/Theft Of Services, $400 & Under",418
Throwing Object At Moving Vehicle,"Defrauding Innkeeper/Theft Of Services, Over $400",67
Throwing Object At Moving Vehicle,Discharge Firearms/Shots Fired,608
Throwing Object At Moving Vehicle,Dishonest Employee - Grand Theft,44
Throwing Object At Moving Vehicle,Dishonest Employee - Petty Theft,29
Throwing Object At Moving Vehicle,Dishonest Employee Attempted Theft,1
Throwing Object At Moving Vehicle,Disrupt School,8
Throwing Object At Moving Vehicle,Disturbing The Peace,614
Throwing Object At Moving Vehicle,Document Forgery / Stolen Felony,1121
Throwing Object At Moving Vehicle,Document Worthless ($200 & Under),13
Throwing Object At Moving Vehicle,Document Worthless ($200.01 & Over),69
Throwing Object At Moving Vehicle,Driving Without Owner Consent (Dwoc),110
Throwing Object At Moving Vehicle,"Drugs, To A Minor",10
Throwing Object At Moving Vehicle,Drunk Roll,11
Throwing Object At Moving Vehicle,Drunk Roll - Attempt,1
Throwing Object At Moving Vehicle,"Embezzlement, Grand Theft ($950.01 & Over)",862
Throwing Object At Moving Vehicle,"Embezzlement, Petty Theft ($950 & Under)",127
Throwing Object At Moving Vehicle,Extortion,412
Throwing Object At Moving Vehicle,Failure To Disperse,5
Throwing Object At Moving Vehicle,Failure To Yield,81
Throwing Object At Moving Vehicle,False Imprisonment,200
Throwing Object At Moving Vehicle,False Police Report,85
Throwing Object At Moving Vehicle,Grand Theft / Auto Repair,4
Throwing Object At Moving Vehicle,Grand Theft / Insurance Fraud,24
Throwing Object At Moving Vehicle,Illegal Dumping,116
Throwing Object At Moving Vehicle,Incest (Sexual Acts Between Blood Relatives),5
Throwing Object At Moving Vehicle,Inciting A Riot,2
Throwing Object At Moving Vehicle,Indecent Exposure,585
Throwing Object At Moving Vehicle,Intimate Partner - Aggravated Assault,804
Throwing Object At Moving Vehicle,Intimate Partner - Simple Assault,1157
Throwing Object At Moving Vehicle,Kidnapping,437
Throwing Object At Moving Vehicle,Kidnapping - Grand Attempt,169
Throwing Object At Moving Vehicle,"Letters, Lewd",1132
Throwing Object At Moving Vehicle,Lewd Conduct,265
Throwing Object At Moving Vehicle,Lynching,10
Throwing Object At Moving Vehicle,Lynching - Attempted,7
Throwing Object At Moving Vehicle,"Manslaughter, Negligent",1
Throwing Object At Moving Vehicle,Oral Copulation,307
Throwing Object At Moving Vehicle,Other Assault,437
Throwing Object At Moving Vehicle,Other Miscellaneous Crime,1127
Throwing Object At Moving Vehicle,Pandering,46
Throwing Object At Moving Vehicle,Peeping Tom,262
Throwing Object At Moving Vehicle,Petty Theft - Auto Repair,7
Throwing Object At Moving Vehicle,Pickpocket,181
Throwing Object At Moving Vehicle,"Pickpocket, Attempt",5
Throwing Object At Moving Vehicle,Pimping,104
Throwing Object At Moving Vehicle,Prowler,225
Throwing Object At Moving Vehicle,Purse Snatching,263
Throwing Object At Moving Vehicle,Purse Snatching - Attempt,18
Throwing Object At Moving Vehicle,"Rape, Attempted",254
Throwing Object At Moving Vehicle,"Rape, Forcible",960
Throwing Object At Moving Vehicle,Reckless Driving,51
Throwing Object At Moving Vehicle,"Replica Firearms(Sale,Display,Manufacture Or Distribute)0132",8
Throwing Object At Moving Vehicle,Resisting Arrest,513
Throwing Object At Moving Vehicle,Robbery,1157
Throwing Object At Moving Vehicle,"Sex, Unlawful",502
Throwing Object At Moving Vehicle,Sexual Pentration With A Foreign Object,401
Throwing Object At Moving Vehicle,Shoplifting - Attempt,49
Throwing Object At Moving Vehicle,Shoplifting - Petty Theft ($950 & Under),1147
Throwing Object At Moving Vehicle,Shoplifting-Grand Theft ($950.01 & Over),597
Throwing Object At Moving Vehicle,Shots Fired At Inhabited Dwelling,427
Throwing Object At Moving Vehicle,"Shots Fired At Moving Vehicle, Train Or Aircraft",54
Throwing Object At Moving Vehicle,Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,271
Throwing Object At Moving Vehicle,Stalking,392
Throwing Object At Moving Vehicle,Telephone Property - Damage,12
Throwing Object At Moving Vehicle,Theft From Motor Vehicle - Attempt,261
Throwing Object At Moving Vehicle,Theft From Motor Vehicle - Grand ($400 And Over),1149
Throwing Object At Moving Vehicle,Theft From Motor Vehicle - Petty ($950 & Under),1157
Throwing Object At Moving Vehicle,Theft From Person - Attempt,75
Throwing Object At Moving Vehicle,Theft Of Identity,1156
Throwing Object At Moving Vehicle,Theft Plain - Attempt,349
Throwing Object At Moving Vehicle,Theft Plain - Petty ($950 & Under),1157
Throwing Object At Moving Vehicle,"Theft, Coin Machine - Attempt",8
Throwing Object At Moving Vehicle,"Theft, Coin Machine - Grand ($950.01 & Over)",12
Throwing Object At Moving Vehicle,"Theft, Coin Machine - Petty ($950 & Under)",48
Throwing Object At Moving Vehicle,"Theft, Person",1065
Throwing Object At Moving Vehicle,"Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",1156
Throwing Object At Moving Vehicle,Threatening Phone Calls/Letters,586
Throwing Object At Moving Vehicle,Throwing Object At Moving Vehicle,311
Throwing Object At Moving Vehicle,Till Tap - Attempt,1
Throwing Object At Moving Vehicle,Till Tap - Grand Theft ($950.01 & Over),6
Throwing Object At Moving Vehicle,Till Tap - Petty ($950 & Under),15
Throwing Object At Moving Vehicle,Trespassing,1115
Throwing Object At Moving Vehicle,Unauthorized Computer Access,283
Throwing Object At Moving Vehicle,Unknown,125
Throwing Object At Moving Vehicle,"Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",1156
Throwing Object At Moving Vehicle,Vandalism - Misdeameanor ($399 Or Under),1157
Throwing Object At Moving Vehicle,Vehicle - Attempt Stolen,568
Throwing Object At Moving Vehicle,Vehicle - Stolen,1157
Throwing Object At Moving Vehicle,Violation Of Court Order,1126
Throwing Object At Moving Vehicle,Violation Of Restraining Order,1109
Throwing Object At Moving Vehicle,Violation Of Temporary Restraining Order,289
Throwing Object At Moving Vehicle,Weapons Possession/Bombing,41
Till Tap - Attempt,Arson,2
Till Tap - Attempt,"Assault With Deadly Weapon, Aggravated Assault",2
Till Tap - Attempt,Attempted Robbery,2
Till Tap - Attempt,Battery - Simple Assault,2
Till Tap - Attempt,Battery Police (Simple),2
Till Tap - Attempt,Battery With Sexual Contact,2
Till Tap - Attempt,Bomb Scare,1
Till Tap - Attempt,Brandish Weapon,2
Till Tap - Attempt,"Bunco, Grand Theft",2
Till Tap - Attempt,"Bunco, Petty Theft",1
Till Tap - Attempt,Burglary,2
Till Tap - Attempt,Burglary From Vehicle,2
Till Tap - Attempt,"Burglary From Vehicle, Attempted",1
Till Tap - Attempt,"Burglary, Attempted",2
Till Tap - Attempt,Child Abuse (Physical) - Aggravated Assault,1
Till Tap - Attempt,Child Abuse (Physical) - Simple Assault,2
Till Tap - Attempt,Child Annoying (17Yrs & Under),2
Till Tap - Attempt,Child Neglect (See 300 W.I.C.),2
Till Tap - Attempt,Child Stealing,1
Till Tap - Attempt,Contributing,1
Till Tap - Attempt,"Credit Cards, Fraud Use ($950.01 & Over)",1
Till Tap - Attempt,Criminal Threats - No Weapon Displayed,2
Till Tap - Attempt,Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,2
Till Tap - Attempt,Cruelty To Animals,1
Till Tap - Attempt,Disturbing The Peace,1
Till Tap - Attempt,Document Forgery / Stolen Felony,2
Till Tap - Attempt,"Embezzlement, Grand Theft ($950.01 & Over)",1
Till Tap - Attempt,"Embezzlement, Petty Theft ($950 & Under)",1
Till Tap - Attempt,Extortion,2
Till Tap - Attempt,False Imprisonment,1
Till Tap - Attempt,False Police Report,1
Till Tap - Attempt,Indecent Exposure,1
Till Tap - Attempt,Intimate Partner - Aggravated Assault,2
Till Tap - Attempt,Intimate Partner - Simple Assault,2
Till Tap - Attempt,"Letters, Lewd",2
Till Tap - Attempt,Lewd Conduct,1
Till Tap - Attempt,Other Miscellaneous Crime,2
Till Tap - Attempt,Peeping Tom,2
Till Tap - Attempt,Prowler,1
Till Tap - Attempt,Purse Snatching,1
Till Tap - Attempt,"Rape, Attempted",2
Till Tap - Attempt,"Rape, Forcible",2
Till Tap - Attempt,Resisting Arrest,1
Till Tap - Attempt,Robbery,2
Till Tap - Attempt,"Sex, Unlawful",2
Till Tap - Attempt,Shoplifting - Petty Theft ($950 & Under),2
Till Tap - Attempt,Shoplifting-Grand Theft ($950.01 & Over),2
Till Tap - Attempt,"Shots Fired At Moving Vehicle, Train Or Aircraft",1
Till Tap - Attempt,Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,1
Till Tap - Attempt,Stalking,1
Till Tap - Attempt,Theft From Motor Vehicle - Grand ($400 And Over),2
Till Tap - Attempt,Theft From Motor Vehicle - Petty ($950 & Under),2
Till Tap - Attempt,Theft From Person - Attempt,1
Till Tap - Attempt,Theft Of Identity,2
Till Tap - Attempt,Theft Plain - Attempt,1
Till Tap - Attempt,Theft Plain - Petty ($950 & Under),2
Till Tap - Attempt,"Theft, Person",2
Till Tap - Attempt,"Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",2
Till Tap - Attempt,Threatening Phone Calls/Letters,2
Till Tap - Attempt,Trespassing,2
Till Tap - Attempt,"Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",2
Till Tap - Attempt,Vandalism - Misdeameanor ($399 Or Under),2
Till Tap - Attempt,Vehicle - Attempt Stolen,2
Till Tap - Attempt,Vehicle - Stolen,2
Till Tap - Attempt,Violation Of Court Order,2
Till Tap - Attempt,Violation Of Restraining Order,2
Till Tap - Grand Theft ($950.01 & Over),Arson,5
Till Tap - Grand Theft ($950.01 & Over),Assault With Deadly Weapon On Police Officer,2
Till Tap - Grand Theft ($950.01 & Over),"Assault With Deadly Weapon, Aggravated Assault",12
Till Tap - Grand Theft ($950.01 & Over),Attempted Robbery,12
Till Tap - Grand Theft ($950.01 & Over),Battery - Simple Assault,12
Till Tap - Grand Theft ($950.01 & Over),Battery On A Firefighter,2
Till Tap - Grand Theft ($950.01 & Over),Battery Police (Simple),6
Till Tap - Grand Theft ($950.01 & Over),Battery With Sexual Contact,10
Till Tap - Grand Theft ($950.01 & Over),Bike - Stolen,9
Till Tap - Grand Theft ($950.01 & Over),Boat - Stolen,2
Till Tap - Grand Theft ($950.01 & Over),Bomb Scare,3
Till Tap - Grand Theft ($950.01 & Over),Brandish Weapon,12
Till Tap - Grand Theft ($950.01 & Over),"Bunco, Attempt",5
Till Tap - Grand Theft ($950.01 & Over),"Bunco, Grand Theft",8
Till Tap - Grand Theft ($950.01 & Over),"Bunco, Petty Theft",8
Till Tap - Grand Theft ($950.01 & Over),Burglary,12
Till Tap - Grand Theft ($950.01 & Over),Burglary From Vehicle,12
Till Tap - Grand Theft ($950.01 & Over),"Burglary From Vehicle, Attempted",5
Till Tap - Grand Theft ($950.01 & Over),"Burglary, Attempted",12
Till Tap - Grand Theft ($950.01 & Over),Child Abandonment,1
Till Tap - Grand Theft ($950.01 & Over),Child Abuse (Physical) - Aggravated Assault,3
Till Tap - Grand Theft ($950.01 & Over),Child Abuse (Physical) - Simple Assault,9
Till Tap - Grand Theft ($950.01 & Over),Child Annoying (17Yrs & Under),8
Till Tap - Grand Theft ($950.01 & Over),Child Neglect (See 300 W.I.C.),7
Till Tap - Grand Theft ($950.01 & Over),Child Stealing,4
Till Tap - Grand Theft ($950.01 & Over),Contempt Of Court,7
Till Tap - Grand Theft ($950.01 & Over),Contributing,1
Till Tap - Grand Theft ($950.01 & Over),Counterfeit,2
Till Tap - Grand Theft ($950.01 & Over),"Credit Cards, Fraud Use ($950 & Under",1
Till Tap - Grand Theft ($950.01 & Over),"Credit Cards, Fraud Use ($950.01 & Over)",3
Till Tap - Grand Theft ($950.01 & Over),Criminal Homicide,8
Till Tap - Grand Theft ($950.01 & Over),Criminal Threats - No Weapon Displayed,12
Till Tap - Grand Theft ($950.01 & Over),Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,11
Till Tap - Grand Theft ($950.01 & Over),Cruelty To Animals,3
Till Tap - Grand Theft ($950.01 & Over),"Defrauding Innkeeper/Theft Of Services, $400 & Under",2
Till Tap - Grand Theft ($950.01 & Over),"Defrauding Innkeeper/Theft Of Services, Over $400",2
Till Tap - Grand Theft ($950.01 & Over),Discharge Firearms/Shots Fired,9
Till Tap - Grand Theft ($950.01 & Over),Dishonest Employee - Grand Theft,1
Till Tap - Grand Theft ($950.01 & Over),Dishonest Employee - Petty Theft,1
Till Tap - Grand Theft ($950.01 & Over),Disturbing The Peace,7
Till Tap - Grand Theft ($950.01 & Over),Document Forgery / Stolen Felony,11
Till Tap - Grand Theft ($950.01 & Over),Driving Without Owner Consent (Dwoc),3
Till Tap - Grand Theft ($950.01 & Over),"Embezzlement, Grand Theft ($950.01 & Over)",11
Till Tap - Grand Theft ($950.01 & Over),Extortion,9
Till Tap - Grand Theft ($950.01 & Over),False Imprisonment,2
Till Tap - Grand Theft ($950.01 & Over),Grand Theft / Insurance Fraud,2
Till Tap - Grand Theft ($950.01 & Over),Illegal Dumping,1
Till Tap - Grand Theft ($950.01 & Over),Indecent Exposure,7
Till Tap - Grand Theft ($950.01 & Over),Intimate Partner - Aggravated Assault,10
Till Tap - Grand Theft ($950.01 & Over),Intimate Partner - Simple Assault,12
Till Tap - Grand Theft ($950.01 & Over),Kidnapping,4
Till Tap - Grand Theft ($950.01 & Over),Kidnapping - Grand Attempt,1
Till Tap - Grand Theft ($950.01 & Over),"Letters, Lewd",11
Till Tap - Grand Theft ($950.01 & Over),Lewd Conduct,1
Till Tap - Grand Theft ($950.01 & Over),Lynching - Attempted,1
Till Tap - Grand Theft ($950.01 & Over),Oral Copulation,5
Till Tap - Grand Theft ($950.01 & Over),Other Assault,5
Till Tap - Grand Theft ($950.01 & Over),Other Miscellaneous Crime,12
Till Tap - Grand Theft ($950.01 & Over),Peeping Tom,5
Till Tap - Grand Theft ($950.01 & Over),Pickpocket,1
Till Tap - Grand Theft ($950.01 & Over),"Pickpocket, Attempt",1
Till Tap - Grand Theft ($950.01 & Over),Pimping,3
Till Tap - Grand Theft ($950.01 & Over),Prowler,4
Till Tap - Grand Theft ($950.01 & Over),Purse Snatching,6
Till Tap - Grand Theft ($950.01 & Over),Purse Snatching - Attempt,1
Till Tap - Grand Theft ($950.01 & Over),"Rape, Attempted",6
Till Tap - Grand Theft ($950.01 & Over),"Rape, Forcible",11
Till Tap - Grand Theft ($950.01 & Over),Resisting Arrest,7
Till Tap - Grand Theft ($950.01 & Over),Robbery,12
Till Tap - Grand Theft ($950.01 & Over),"Sex, Unlawful",8
Till Tap - Grand Theft ($950.01 & Over),Sexual Pentration With A Foreign Object,3
Till Tap - Grand Theft ($950.01 & Over),Shoplifting - Attempt,2
Till Tap - Grand Theft ($950.01 & Over),Shoplifting - Petty Theft ($950 & Under),12
Till Tap - Grand Theft ($950.01 & Over),Shoplifting-Grand Theft ($950.01 & Over),8
Till Tap - Grand Theft ($950.01 & Over),Shots Fired At Inhabited Dwelling,8
Till Tap - Grand Theft ($950.01 & Over),Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,5
Till Tap - Grand Theft ($950.01 & Over),Stalking,4
Till Tap - Grand Theft ($950.01 & Over),Theft From Motor Vehicle - Attempt,2
Till Tap - Grand Theft ($950.01 & Over),Theft From Motor Vehicle - Grand ($400 And Over),12
Till Tap - Grand Theft ($950.01 & Over),Theft From Motor Vehicle - Petty ($950 & Under),12
Till Tap - Grand Theft ($950.01 & Over),Theft From Person - Attempt,1
Till Tap - Grand Theft ($950.01 & Over),Theft Of Identity,12
Till Tap - Grand Theft ($950.01 & Over),Theft Plain - Petty ($950 & Under),12
Till Tap - Grand Theft ($950.01 & Over),"Theft, Coin Machine - Petty ($950 & Under)",2
Till Tap - Grand Theft ($950.01 & Over),"Theft, Person",10
Till Tap - Grand Theft ($950.01 & Over),"Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",12
Till Tap - Grand Theft ($950.01 & Over),Threatening Phone Calls/Letters,7
Till Tap - Grand Theft ($950.01 & Over),Throwing Object At Moving Vehicle,7
Till Tap - Grand Theft ($950.01 & Over),Trespassing,12
Till Tap - Grand Theft ($950.01 & Over),Unauthorized Computer Access,4
Till Tap - Grand Theft ($950.01 & Over),Unknown,3
Till Tap - Grand Theft ($950.01 & Over),"Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",12
Till Tap - Grand Theft ($950.01 & Over),Vandalism - Misdeameanor ($399 Or Under),12
Till Tap - Grand Theft ($950.01 & Over),Vehicle - Attempt Stolen,6
Till Tap - Grand Theft ($950.01 & Over),Vehicle - Stolen,12
Till Tap - Grand Theft ($950.01 & Over),Violation Of Court Order,11
Till Tap - Grand Theft ($950.01 & Over),Violation Of Restraining Order,12
Till Tap - Grand Theft ($950.01 & Over),Violation Of Temporary Restraining Order,4
Till Tap - Petty ($950 & Under),Arson,38
Till Tap - Petty ($950 & Under),Assault With Deadly Weapon On Police Officer,13
Till Tap - Petty ($950 & Under),"Assault With Deadly Weapon, Aggravated Assault",64
Till Tap - Petty ($950 & Under),Attempted Robbery,61
Till Tap - Petty ($950 & Under),Battery - Simple Assault,64
Till Tap - Petty ($950 & Under),Battery On A Firefighter,3
Till Tap - Petty ($950 & Under),Battery Police (Simple),32
Till Tap - Petty ($950 & Under),Battery With Sexual Contact,59
Till Tap - Petty ($950 & Under),Bigamy,1
Till Tap - Petty ($950 & Under),Bike - Attempted Stolen,1
Till Tap - Petty ($950 & Under),Bike - Stolen,59
Till Tap - Petty ($950 & Under),Boat - Stolen,4
Till Tap - Petty ($950 & Under),Bomb Scare,24
Till Tap - Petty ($950 & Under),Brandish Weapon,56
Till Tap - Petty ($950 & Under),Bribery,3
Till Tap - Petty ($950 & Under),"Bunco, Attempt",14
Till Tap - Petty ($950 & Under),"Bunco, Grand Theft",50
Till Tap - Petty ($950 & Under),"Bunco, Petty Theft",41
Till Tap - Petty ($950 & Under),Burglary,64
Till Tap - Petty ($950 & Under),Burglary From Vehicle,64
Till Tap - Petty ($950 & Under),"Burglary From Vehicle, Attempted",41
Till Tap - Petty ($950 & Under),"Burglary, Attempted",63
Till Tap - Petty ($950 & Under),Child Abuse (Physical) - Aggravated Assault,24
Till Tap - Petty ($950 & Under),Child Abuse (Physical) - Simple Assault,53
Till Tap - Petty ($950 & Under),Child Annoying (17Yrs & Under),42
Till Tap - Petty ($950 & Under),Child Neglect (See 300 W.I.C.),42
Till Tap - Petty ($950 & Under),Child Stealing,18
Till Tap - Petty ($950 & Under),Conspiracy,1
Till Tap - Petty ($950 & Under),Contempt Of Court,37
Till Tap - Petty ($950 & Under),Contributing,2
Till Tap - Petty ($950 & Under),Counterfeit,16
Till Tap - Petty ($950 & Under),"Credit Cards, Fraud Use ($950 & Under",6
